,vk,count_members,count_posts_all,count_posts_per_month,likes_overall_all,likes_mean_all,comments_overall_all,comments_mean_all,reposts_overall_all,reposts_mean_all,views_overall_all,views_mean_all,ads_overall_all,ads_mean_all,ogrn,shortName,website,group_id,er_basic,real_readers,real_readers_percentage,er_by_views,ngo_effort,effort_paid_off
916,https://vk.com/djelso,741.0,726.0,2.5,32.0,1.6,3.0,0.15,32.0,1.6,6190.0,309.5,0.0,0.0,1107799002288,"АНО ТЦ ""ДЖЕЛЬСОМИНО""",djelso.ru,djelso,0.43,0.42,41.77,0.02,728.5,0.0
917,https://vk.com/dkb.semashko,2049.0,803.0,6.67,290.0,14.5,4.0,0.2,290.0,14.5,14532.0,726.6,0.0,0.0,1047796580600,"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" ИМ.Н.А.СЕМАШКО""",semashko.com,dkb.semashko,0.37,0.35,35.46,0.05,809.67,0.0
918,https://vk.com/dkb74,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,0.0,,0.0,1047423520320,"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г. ЧЕЛЯБИНСК""",dkb74.ru,dkb74,,,,0.0,19.29,
919,https://vk.com/dkbsaratov,1141.0,1695.0,6.67,476.0,23.8,6.0,0.3,476.0,23.8,35166.0,1758.3,0.0,0.0,1046405410039,"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г. САРАТОВ""",dkb-sar.ru,dkbsaratov,1.59,1.54,154.1,0.03,1701.67,0.0
920,https://vk.com/dkbvrn,1466.0,663.0,3.33,3502.0,175.1,42.0,2.1,3502.0,175.1,43988.0,2199.4,0.0,0.0,1043600062978,"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г.ВОРОНЕЖ""",dkbvrn.ru,dkbvrn,1.74,1.5,150.03,0.16,666.33,0.0
921,https://vk.com/dmsorochan,,1.0,1.0,5.0,5.0,0.0,0.0,5.0,5.0,154.0,154.0,,0.0,1141000000074,БФ ИМЕНИ КРОНИДА ГОГОЛЕВА,artgogolev.ru,dmsorochan,,,,0.07,2.0,
922,https://vk.com/dobrie_ludi_kostroma,327.0,154.0,2.0,71.0,3.55,1.0,0.05,71.0,3.55,2408.0,120.4,0.0,0.0,1141200000260,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДОБРЫЕ ЛЮДИ""",gpfound.ru,dobrie_ludi_kostroma,0.4,0.37,36.82,0.08,156.0,0.0
923,https://vk.com/dobro_buchin,1419.0,5378.0,10.0,160.0,8.0,3.0,0.15,160.0,8.0,8250.0,412.5,0.0,0.0,1157700019840,ФОНД ИМЕНИ В.Н. БУЧИНА,buchin-sport.ru,dobro_buchin,0.31,0.29,29.07,0.06,5388.0,0.0
924,https://vk.com/dobro_gorodpskov,444.0,440.0,6.67,60.0,3.0,0.0,0.0,60.0,3.0,1976.0,98.8,0.0,0.0,1156000000078,"БФ ""ДОБРЫЙ ГОРОД""",http://dobro-pskov.ru,dobro_gorodpskov,0.25,0.22,22.25,0.13,446.67,0.0
925,https://vk.com/dobro_i_serdce,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1097799009054,"ОБЩЕРОССИЙСКИЙ ""ЦЕНТР ГУМАННОЙ ПЕДАГОГИКИ""",detisvet.ru,dobro_i_serdce,,,,0.0,0.0,0.0
926,https://vk.com/dobroe_delo73,447.0,297.0,1.67,145.0,7.25,4.0,0.2,145.0,7.25,5620.0,281.0,0.0,0.0,1097300000930,"АНО ""ДОБРОЕ ДЕЛО""",dobroedelo73.ru,dobroe_delo73,0.67,0.63,62.86,0.06,298.67,0.0
927,https://vk.com/dobroedelo_nn,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,0.0,,0.0,1155200000416,"БФ ""ДОБРОЕ ДЕЛО""",dadob.ru,dobroedelo_nn,,,,0.0,19.29,
928,https://vk.com/dobroedelo61,2644.0,1479.0,6.67,222.0,11.1,12.0,0.6,222.0,11.1,13243.0,662.15,0.0,0.0,1086100002262,"БФПД ""ДОБРОЕ ДЕЛО""",dobroedelo-rostov.ru,dobroedelo61,0.26,0.25,25.04,0.04,1485.67,0.0
929,https://vk.com/dobrofizru,1715.0,956.0,5.0,421.0,21.05,11.0,0.55,421.0,21.05,8466.0,423.3,0.0,0.0,1147799017695,ДОБРОВОЛЬНЫЙ ФИЗКУЛЬТУРНЫЙ СОЮЗ,dobrofiz.ru,dobrofizru,0.27,0.25,24.68,0.11,961.0,0.0
930,https://vk.com/dobrokdl,1466.0,1847.0,6.67,36.0,1.8,0.0,0.0,36.0,1.8,1288.0,64.4,0.0,0.0,1160600050005,"ФОНД ""КДЛ""",dobrokdl.ru,dobrokdl,0.05,0.04,4.39,0.16,1853.67,0.0
931,https://vk.com/dobropoint,220.0,163.0,4.0,127.0,6.35,4.0,0.2,127.0,6.35,7176.0,358.8,0.0,0.0,1205900026738,"АНО ЦПРД ""ТОЧКА ДОБРА""",dobropoint.ru,dobropoint,1.71,1.63,163.09,0.05,167.0,0.01
932,https://vk.com/dobrotcentr_zabaikal,,6860.0,10.0,507.0,25.35,20.0,1.0,507.0,25.35,34507.0,1725.35,0.0,0.0,1177500000424,"АНО ЦСОН ""ДАУРИЯ""",dauria75.ru,dobrotcentr_zabaikal,,,,0.04,6870.0,
933,https://vk.com/dobrovoltsi,236.0,338.0,4.0,3.0,0.15,0.0,0.0,3.0,0.15,735.0,36.75,0.0,0.0,1156100001925,"БФ ""БЛАГОВЕЩЕНИЕ""",bfblago.ru,dobrovoltsi,0.17,0.16,15.57,0.12,342.0,0.0
934,https://vk.com/dobrydom31,3912.0,822.0,20.0,2613.0,130.65,88.0,4.4,2613.0,130.65,51801.0,2590.05,0.0,0.0,1203100002159,"АНО ""ДОБРЫЙ ДОМ""",sobaka-drug.ru,dobrydom31,0.74,0.66,66.21,0.11,842.0,0.0
935,https://vk.com/dobrynizhny,853.0,951.0,1.25,61.0,3.05,2.0,0.1,61.0,3.05,,0.0,0.0,0.0,1025202609410,"НАННО ""СЛУЖЕНИЕ""",dobry-nizhny.ru,dobrynizhny,0.01,0.0,0.0,0.0,952.25,0.0
936,https://vk.com/doctorantura_ru,128.0,5.0,1.67,57.0,11.4,0.0,0.0,57.0,11.4,4795.0,959.0,0.0,0.0,1097799018790,,doctorantura.ru,doctorantura_ru,7.68,7.49,749.22,0.03,6.67,1.15
937,https://vk.com/dog_omsk55,9885.0,4515.0,20.0,2375.0,118.75,178.0,8.9,2375.0,118.75,38883.0,1944.15,0.0,0.0,1085500001069,"ОРООЗЖ ""ДРУГ""",dog-omsk.ru,dog_omsk55,0.22,0.2,19.67,0.14,4535.0,0.0
938,https://vk.com/dogchancevlg,191.0,239.0,4.0,487.0,24.35,44.0,2.2,487.0,24.35,8175.0,408.75,0.0,0.0,1203400005060,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДОГШАНС""",http://dogchance.tilda.ws,dogchancevlg,2.43,2.14,214.01,0.13,243.0,0.01
939,https://vk.com/dogcity67,1458.0,522.0,6.67,423.0,21.15,1.0,0.05,423.0,21.15,,0.0,0.0,0.0,1026700008411,"ОО СГКС ""АВАНГАРД""",clubavangard.ru,dogcity67,0.03,0.0,0.0,0.0,528.67,0.0
940,https://vk.com/dol_gastello,3336.0,3531.0,10.0,801.0,40.05,18.0,0.9,801.0,40.05,44559.0,2227.95,0.0,0.0,1030200630459,"ЧУ ""ДОЛ ИМ.Н.ГАСТЕЛЛО""",gastello-ufa.ru,dol_gastello,0.7,0.67,66.79,0.04,3541.0,0.0
941,https://vk.com/dolshik_saratov,736.0,457.0,6.67,67.0,3.35,0.0,0.0,67.0,3.35,2119.0,105.95,0.0,0.0,1156451032792,"СРОО ""ИНСТИТУТ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ""",http://дольщики-саратова.рф,dolshik_saratov,0.16,0.14,14.4,0.13,463.67,0.0
942,https://vk.com/dom_eulera,156.0,92.0,5.0,27.0,1.35,5.0,0.25,27.0,1.35,1454.0,72.7,0.0,0.0,1067847306416,"""ФОНД ЭЙЛЕРА""",euler-foundation.org,dom_eulera,0.52,0.47,46.6,0.11,97.0,0.01
943,https://vk.com/domaktera,3168.0,2593.0,10.0,490.0,24.5,11.0,0.55,490.0,24.5,24990.0,1249.5,0.0,0.0,1026602339444,"НП ""АГЕНТСТВО ТЕАТРАЛЬНЫХ ДЕЛ""",domaktera.ru,domaktera,0.41,0.39,39.44,0.05,2603.0,0.0
944,https://vk.com/domnit,277.0,362.0,6.67,70.0,3.5,2.0,0.1,70.0,3.5,2340.0,117.0,0.0,0.0,1022400006067,"ОУ ""ККДНИТ""",domnit.ru,domnit,0.47,0.42,42.24,0.12,368.67,0.0
945,https://vk.com/domsg,5610.0,1637.0,10.0,6872.0,343.6,208.0,10.4,6872.0,343.6,70933.0,3546.65,0.0,0.0,1037739297991,"МООИ - ОСПСГ ""ЭЛЬВИРА""",domsg.ru,domsg,0.76,0.63,63.22,0.2,1647.0,0.0
946,https://vk.com/domtradiciy,1059.0,387.0,5.0,1194.0,59.7,15.0,0.75,1194.0,59.7,34032.0,1701.6,0.0,0.0,1161326058772,"МРОО ""НОВОЕ СЕЛО""",nselo.ru,domtradiciy,1.72,1.61,160.68,0.07,392.0,0.0
947,https://vk.com/domtrezvosti,,703.0,10.0,415.0,20.75,0.0,0.0,415.0,20.75,6152.0,307.6,0.0,0.0,1026402194279,СРОО ТРЕЗВОСТИ И ЗДОРОВЬЯ,otsar.ru,domtrezvosti,,,,0.17,713.0,
948,https://vk.com/donbass_ni_shagu_nazad,1745.0,1316.0,10.0,353.0,17.65,5.0,0.25,353.0,17.65,10419.0,520.95,0.0,0.0,1157700018079,"ФОНД ""НИ ШАГУ НАЗАД""",ни-шагу-назад.рф,donbass_ni_shagu_nazad,0.32,0.3,29.85,0.09,1326.0,0.0
949,https://vk.com/dongarant_61,904.0,1059.0,10.0,41.0,2.05,19.0,0.95,41.0,2.05,39493.0,1974.65,0.0,0.0,1096100003185,"НКО ""ГАРАНТИЙНЫЙ ФОНД РО""",dongarant.ru,dongarant_61,2.2,2.18,218.43,0.01,1069.0,0.0
950,https://vk.com/donor_go,1074.0,459.0,10.0,153.0,7.65,5.0,0.25,153.0,7.65,5099.0,254.95,0.0,0.0,1117800013253,"""НАЦИОНАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОЙ ПОМОЩИ""",donorgo.ru,donor_go,0.26,0.24,23.74,0.1,469.0,0.0
951,https://vk.com/dor_bol_ekb,1748.0,886.0,10.0,121.0,6.05,3.0,0.15,121.0,6.05,6632.0,331.6,0.0,0.0,1046603152661,"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г. ЕКАТЕРИНБУРГ""",dor-bol.ru,dor_bol_ekb,0.2,0.19,18.97,0.07,896.0,0.0
952,https://vk.com/dorogakdomy,15008.0,7423.0,20.0,649.0,32.45,1.0,0.05,649.0,32.45,32498.0,1624.9,0.0,0.0,1053500221092,"БФ ""ДОРОГА К ДОМУ""",dorogakdomu.ru,dorogakdomy,0.11,0.11,10.83,0.05,7443.0,0.0
953,https://vk.com/dorogamidobra,10113.0,5814.0,10.0,382.0,19.1,9.0,0.45,382.0,19.1,27201.0,1360.05,0.0,0.0,1036605628487,"СРОО ""ДД ""ДОРОГАМИ ДОБРА""",dd66.ru,dorogamidobra,0.14,0.13,13.45,0.04,5824.0,0.0
954,https://vk.com/dorogoyu_dobra,5122.0,2229.0,10.0,2943.0,147.15,77.0,3.85,2943.0,147.15,76811.0,3840.55,0.0,0.0,1114300000935,"РООРДИ ""ДОРОГОЮ ДОБРА"" КИРОВСКОЙ ОБЛАСТИ",rordi.ru,dorogoyu_dobra,0.81,0.75,74.98,0.08,2239.0,0.0
955,https://vk.com/dosaa_yar,131.0,72.0,20.0,22.0,1.1,1.0,0.05,22.0,1.1,,0.0,0.0,0.0,1107600000420,РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ДОСААФ РОССИИ ЯРОСЛАВСКОЙ ОБЛАСТИ,yar-dosaaf.ru,dosaa_yar,0.17,0.0,0.0,0.0,92.0,0.0
957,https://vk.com/dosaaf_bug,356.0,165.0,4.0,32.0,1.6,6.0,0.3,32.0,1.6,2091.0,104.55,0.0,0.0,1091600000810,БУГУЛЬМИНСКАЯ МО РОГО ДОСААФ РТ,bugulma-dosaafrt.ru,dosaaf_bug,0.31,0.29,29.37,0.07,169.0,0.0
958,https://vk.com/dosaaf_sakh,1442.0,318.0,1.82,15.0,0.75,6.0,0.3,15.0,0.75,10373.0,518.65,0.0,0.0,1026500530858,"ПОУ ""ЮЖНО-САХАЛИНСКАЯ АВТОМОБИЛЬНАЯ ШКОЛА"" РО ДОСААФ РОССИИ САХАЛИНСКОЙ ОБЛАСТИ",dosaaf-sakh.ru,dosaaf_sakh,0.36,0.36,35.97,0.01,319.82,0.0
959,https://vk.com/dosaaf_ur,514.0,597.0,10.0,53.0,2.65,0.0,0.0,53.0,2.65,,0.0,0.0,0.0,1101800000411,РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ДОСААФ РОССИИ УДМУРТСКОЙ РЕСПУБЛИКИ,dosaaf-udm.ru,dosaaf_ur,0.03,0.0,0.0,0.0,607.0,0.0
960,https://vk.com/dosaaf53,494.0,845.0,10.0,163.0,8.15,0.0,0.0,163.0,8.15,3694.0,184.7,0.0,0.0,1105300000123,РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ДОСААФ РОССИИ НОВГОРОДСКОЙ ОБЛАСТИ,dosaaf53region.ru,dosaaf53,0.43,0.37,37.39,0.14,855.0,0.0
961,https://vk.com/dosaaf59,686.0,1380.0,10.0,103.0,5.15,2.0,0.1,103.0,5.15,2337.0,116.85,0.0,0.0,1105900001624,ДОСААФ РОССИИ ПЕРМСКОГО КРАЯ,dosaaf59.ru,dosaaf59,0.2,0.17,17.03,0.17,1390.0,0.0
962,https://vk.com/dosaafiglino,302.0,122.0,5.0,180.0,9.0,7.0,0.35,180.0,9.0,,0.0,0.0,0.0,1100200003221,"МЕСТНОЕ ОТДЕЛЕНИЕ ""ДОСААФ РОССИИ"" ИГЛИНСКОГО РАЙОНА РЕСПУБЛИКИ БАШКОРТОСТАН",автошколаиглино.рф,dosaafiglino,0.08,0.0,0.0,0.0,127.0,0.0
963,https://vk.com/dosaafrb,882.0,1821.0,6.67,167.0,8.35,8.0,0.4,167.0,8.35,5516.0,275.8,0.0,0.0,1100200001362,ДОСААФ РЕСПУБЛИКИ БАШКОРТОСТАН,dosaaf02.ru,dosaafrb,0.34,0.31,31.27,0.09,1827.67,0.0
964,https://vk.com/dosaafru,5233.0,5975.0,20.0,290.0,14.5,2.0,0.1,290.0,14.5,9595.0,479.75,0.0,0.0,1107799010010,ДОСААФ РОССИИ,dosaaf.ru,dosaafru,0.1,0.09,9.17,0.1,5995.0,0.0
965,https://vk.com/dot_deti,750.0,1725.0,5.0,104.0,5.2,0.0,0.0,104.0,5.2,1498.0,74.9,0.0,0.0,1127799003056,"ФОНД ""РАЗУМНЫЙ ИНТЕРНЕТ""",разумный-интернет.рф,dot_deti,0.12,0.1,9.99,0.21,1730.0,0.0
966,https://vk.com/downsideup,20193.0,4923.0,20.0,2199.0,109.95,56.0,2.8,2199.0,109.95,60322.0,3016.1,0.0,0.0,1027739619500,"""ДАУНСАЙД АП""",www.downsideup.org,downsideup,0.16,0.15,14.94,0.08,4943.0,0.0
967,https://vk.com/dpo.expert,68.0,190.0,3.33,34.0,1.7,0.0,0.0,34.0,1.7,700.0,35.0,0.0,0.0,1136100006173,"АНО ДПО ""УЧЕБНЫЙ ЦЕНТР ""ЭКСПЕРТ""",dpo-expert.ru,dpo.expert,0.61,0.51,51.47,0.19,193.33,0.0
968,https://vk.com/dpo72,832.0,605.0,4.0,10.0,0.5,0.0,0.0,10.0,0.5,2896.0,144.8,0.0,0.0,1107200000170,"АНО ДПО ""ТМЦО""",дпо72.рф,dpo72,0.18,0.17,17.4,0.03,609.0,0.0
969,https://vk.com/dprofrk,645.0,909.0,4.0,382.0,19.1,0.0,0.0,382.0,19.1,14889.0,744.45,0.0,0.0,1149102014643,ДОРПРОФЖЕЛ НА КРЫМСКОЙ Ж. Д.,dprofrk.ru,dprofrk,1.22,1.15,115.42,0.06,913.0,0.0
970,https://vk.com/dpspru,43.0,2.0,1.0,3.0,1.5,0.0,0.0,3.0,1.5,,0.0,0.0,0.0,1107800003013,"АССОЦИАЦИЯ ""ДЕЛОВАЯ ПЕТЕРБУРЖЕНКА""",dpsp.ru,dpspru,0.09,0.0,0.0,0.0,3.0,0.03
971,https://vk.com/dr_livesay,38.0,186.0,4.0,67.0,3.35,0.0,0.0,67.0,3.35,902.0,45.1,0.0,0.0,1207800063206,"БФ ""ДОКТОР ЛИВСИ""",dr-livesay.ru,dr_livesay,1.47,1.19,118.68,0.24,190.0,0.01
972,https://vk.com/dramacentre,11380.0,9988.0,20.0,574.0,28.7,17.0,0.85,574.0,28.7,24104.0,1205.2,0.0,0.0,1096600004632,"НП ""ЦЕНТР СОВРЕМЕННОЙ ДРАМАТУРГИИ""",uralcsd.ru,dramacentre,0.11,0.11,10.59,0.06,10008.0,0.0
973,https://vk.com/dreamski_ru,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,0.0,,0.0,1147799002801,"АНО ""ЛИГА МЕЧТЫ""",dreamski.ru,dreamski_ru,,,,0.0,19.29,
974,https://vk.com/dreamski03,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,0.0,,0.0,1080300000417,"РОО ""ФРБ"" РБ",http://www.спортбезграниц03.рф,dreamski03,,,,0.0,19.29,
975,https://vk.com/drepunggomangfond,1321.0,1070.0,10.0,1306.0,65.3,56.0,2.8,1306.0,65.3,22095.0,1104.75,0.0,0.0,1127799020810,"ФРУКТ ""ДРЕПУНГ ГОМАНГ ЦЕНТР""",drepunggomang.ru,drepunggomangfond,0.94,0.84,83.63,0.13,1080.0,0.0
976,https://vk.com/ds75rzd,299.0,562.0,6.67,408.0,20.4,3.0,0.15,408.0,20.4,7638.0,381.9,0.0,0.0,1045751002120,"ДЕТСКИЙ САД №75 ОАО ""РЖД""",ds75rzd.ru,ds75rzd,1.44,1.28,127.73,0.12,568.67,0.0
977,https://vk.com/dsnsk,895.0,1741.0,6.67,751.0,37.55,10.0,0.5,751.0,37.55,15264.0,763.2,0.0,0.0,1125499000054,,dsnsk.ru,dsnsk,0.94,0.85,85.27,0.11,1747.67,0.0
978,https://vk.com/dsol_salut,2519.0,1947.0,2.5,364.0,18.2,54.0,2.7,364.0,18.2,,0.0,0.0,0.0,1034701894512,"ЧАСТНОЕ УЧРЕЖДЕНИЕ ""ДСОЛ ""САЛЮТ""",dsol-salut.tilda.ws,dsol_salut,0.02,0.0,0.0,0.0,1949.5,0.0
979,https://vk.com/dsrozhdestvensky,391.0,746.0,5.0,430.0,21.5,34.0,1.7,430.0,21.5,,0.0,0.0,0.0,1053107169994,"ЧДОУ ""ПРАВОСЛАВНЫЙ Д/С ""РОЖДЕСТВЕНСКИЙ""",ds-rozhdestvensky.ru,dsrozhdestvensky,0.13,0.0,0.0,0.0,751.0,0.0
980,https://vk.com/duetnovosibirsk,809.0,225.0,1.33,4.0,0.2,5.0,0.25,4.0,0.2,,0.0,0.0,0.0,1175476125945,"АНО ДО ТСК ""ДУЭТ""",duetnovosibirsk.ru,duetnovosibirsk,0.0,0.0,0.0,0.0,226.33,0.0
981,https://vk.com/duhelbi,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,22.33,0.0,0.0,1137799013846,"РОО ""ДУХ ЭЛЬБЫ""",duhelbi.ru,duhelbi,6.33,5.58,558.25,0.13,6.0,1.05
982,https://vk.com/duhovnayakultura,271.0,6.0,3.0,101.0,16.83,5.0,0.83,101.0,16.83,8972.0,1495.33,0.0,0.0,1051200084198,"ФОНД ""ДУХОВНАЯ КУЛЬТУРА""",духовная-культура.рф,duhovnayakultura,5.66,5.52,551.78,0.03,9.0,0.63
983,https://vk.com/dumnoofficial,2007.0,2694.0,10.0,312.0,15.6,0.0,0.0,312.0,15.6,8627.0,431.35,0.0,0.0,1025200022253,,islamnn.ru,dumnoofficial,0.24,0.21,21.49,0.1,2704.0,0.0
984,https://vk.com/dumspb,8737.0,991.0,10.0,1837.0,91.85,0.0,0.0,1837.0,91.85,79522.0,3976.1,0.0,0.0,1037858002258,,dum-spb.ru,dumspb,0.48,0.46,45.51,0.05,1001.0,0.0
985,https://vk.com/dv2845,156.0,2535.0,10.0,64.0,3.2,3.0,0.15,64.0,3.2,972.0,48.6,0.0,0.0,1127799015167,"ООО ""ДЕТИ ВОЙНЫ""",dv2845.ru,dv2845,0.42,0.31,31.15,0.34,2545.0,0.0
986,https://vk.com/dvadvokat,17.0,4.0,1.0,29.0,7.25,2.0,0.5,29.0,7.25,,0.0,0.0,0.0,1032700308002,"КОЛЛЕГИЯ АДВОКАТОВ ""ДВ-АДВОКАТ""",dv-advokat.ru,dvadvokat,0.94,0.0,0.0,0.0,5.0,0.19
987,https://vk.com/dvapolushariya,877.0,727.0,2.5,25.0,1.25,0.0,0.0,25.0,1.25,774.0,38.7,0.0,0.0,1127799025551,"ФОНД ""ДВА ПОЛУШАРИЯ""",dvapolushariya.ru,dvapolushariya,0.05,0.04,4.41,0.13,729.5,0.0
988,https://vk.com/dvfs_ru,42.0,73.0,10.0,50.0,2.5,2.0,0.1,50.0,2.5,1861.0,93.05,0.0,0.0,1022500002458,ДФС,dvfs.ru,dvfs_ru,2.57,2.22,221.55,0.16,83.0,0.03
989,https://vk.com/dynamo_ru,62459.0,17981.0,20.0,5147.0,257.35,361.0,18.05,5147.0,257.35,147073.0,7353.65,0.0,0.0,1107799016159,"АНО ""ОХК ""ДИНАМО""",dynamo.ru,dynamo_ru,0.13,0.12,11.77,0.08,18001.0,0.0
991,https://vk.com/dynamo_rugby,1998.0,2426.0,10.0,641.0,32.05,71.0,3.55,641.0,32.05,26099.0,1304.95,0.0,0.0,1047746008750,"РФСОО РК ""ДИНАМО""",rcdynamo.ru,dynamo_rugby,0.69,0.65,65.31,0.06,2436.0,0.0
992,https://vk.com/dynamovictor,3157.0,3534.0,20.0,1241.0,62.05,23.0,1.15,1241.0,62.05,25674.0,1283.7,0.0,0.0,1032602093413,"ОО СГГК ""ВИКТОР""",hbc-viktor26.ru,dynamovictor,0.45,0.41,40.66,0.11,3554.0,0.0
993,https://vk.com/dzomsk,11101.0,2209.0,5.0,1624.0,81.2,85.0,4.25,1624.0,81.2,94116.0,4705.8,0.0,0.0,1165543065819,"АНО ДПО ""ОМСКИЙ АСК ДОСААФ РОССИИ""",omskaero.ru,dzomsk,0.44,0.42,42.39,0.04,2214.0,0.0
994,https://vk.com/easykartru,176.0,44.0,2.86,76.0,3.8,2.0,0.1,76.0,3.8,4872.0,243.6,0.0,0.0,1027739051230,,easykart.ru,easykartru,1.44,1.38,138.41,0.04,46.86,0.03
995,https://vk.com/ecocentr72,540.0,41.0,6.67,48.0,2.4,0.0,0.0,48.0,2.4,1911.0,95.55,0.0,0.0,1207200001150,"АНО ЭПЦ ""ЭКОЦЕНТР""",ecocentr72.ru,ecocentr72,0.2,0.18,17.69,0.12,47.67,0.0
996,https://vk.com/ecologd05ru,,79.0,2.5,191.0,9.55,18.0,0.9,191.0,9.55,,0.0,,0.0,1160571050595,,ecolog05.ru,ecologd05ru,,,,0.0,81.5,
997,https://vk.com/economcolleg59,1137.0,399.0,6.67,245.0,12.25,0.0,0.0,245.0,12.25,32364.0,1618.2,0.0,0.0,1045900355236,"АНПОО ""ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ ПРИ ПГУ""",ecu-psu.ru,economcolleg59,1.45,1.42,142.32,0.02,405.67,0.0
998,https://vk.com/ecounion,3086.0,2390.0,6.67,127.0,6.35,10.0,0.5,127.0,6.35,6042.0,302.1,0.0,0.0,1037843129741,ЭКОЛОГИЧЕСКИЙ СОЮЗ,www.ecounion.ru,ecounion,0.1,0.1,9.79,0.07,2396.67,0.0
999,https://vk.com/ecozooru,1483.0,1471.0,10.0,1666.0,83.3,40.0,2.0,1666.0,83.3,18294.0,914.7,0.0,0.0,1037746004757,,ecozoo.ru,ecozooru,0.74,0.62,61.68,0.2,1481.0,0.0
1000,https://vk.com/ecpkspb/,4085.0,2293.0,6.67,22.0,1.1,2.0,0.1,22.0,1.1,8130.0,406.5,0.0,0.0,1137800003010,"АНО ДПО ""ЕЦПК""",ецпк.рф,ecpkspb,0.1,0.1,9.95,0.02,2299.67,0.0
1001,https://vk.com/eds_kuban,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1022300005001,,troickiy-sobor.ru,eds_kuban,,,,0.0,0.0,0.0
1002,https://vk.com/edu_softline,47.0,85.0,6.67,129.0,6.45,0.0,0.0,129.0,6.45,4475.0,223.75,0.0,0.0,1037736000940,"АНО ДПО ""СОФТЛАЙН ЭДЮКЕЙШН""",edu.softline.ru,edu_softline,5.18,4.76,476.06,0.09,91.67,0.06
1003,https://vk.com/educationlinks,1657.0,351.0,4.0,28.0,1.4,2.0,0.1,28.0,1.4,20498.0,1024.9,0.0,0.0,1127799016950,"ЧУ ДПО ""ТРАНСЛИНК-ОБРАЗОВАНИЕ""",education-links.ru,educationlinks,0.62,0.62,61.85,0.01,355.0,0.0
1004,https://vk.com/eduperspektiva,247.0,427.0,2.5,368.0,18.4,13.0,0.65,368.0,18.4,15707.0,785.35,0.0,0.0,1177800000531,"АНО ДПО ""УЧЕБНЫЙ ЦЕНТР ""ПЕРСПЕКТИВА""",eduperspektiva.ru,eduperspektiva,3.34,3.18,317.96,0.05,429.5,0.01
1005,https://vk.com/eduprofrb,14442.0,1863.0,10.0,1219.0,60.95,156.0,7.8,1219.0,60.95,139393.0,6969.65,0.0,0.0,1020200000182,БАШКИРСКАЯ РЕСПУБЛИКАНСКАЯ ОРГАНИЗАЦИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ,eduprofrb.ru,eduprofrb,0.49,0.48,48.26,0.02,1873.0,0.0
1006,https://vk.com/eduvetru,10907.0,1012.0,10.0,324.0,16.2,11.0,0.55,324.0,16.2,52240.0,2612.0,0.0,0.0,1117799021548,"АНО ДПО ""ПЕРВЫЙ ВЕТЕРИНАРНЫЙ ИНСТИТУТ ИМ. В.Н. МИТИНА""",eduvet.ru,eduvetru,0.24,0.24,23.95,0.02,1022.0,0.0
1007,https://vk.com/effcomorg,1318.0,581.0,2.0,39.0,1.95,2.0,0.1,39.0,1.95,3937.0,196.85,0.0,0.0,1161690172071,"АНО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ЭФФЕКТИВНЫЕ КОММУНИКАЦИИ""",effcom.org,effcomorg,0.15,0.15,14.94,0.03,583.0,0.0
1008,https://vk.com/egonline_ru,2939.0,3426.0,6.67,5.0,0.25,0.0,0.0,5.0,0.25,1910.0,95.5,0.0,0.0,1027739328979,"НПФ ""ЭКОНОМИКА И ЖИЗНЬ""",www.akdi.ru,egonline_ru,0.03,0.03,3.25,0.08,3432.67,0.0
1009,https://vk.com/ehbtomsk,127.0,231.0,10.0,206.0,10.3,11.0,0.55,206.0,10.3,3483.0,174.15,0.0,0.0,1027000005636,,ehb-tomsk.ru,ehbtomsk,1.62,1.37,137.13,0.18,241.0,0.01
